Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime,,,
Stree,31-Aug-18,6.82 Cr,31.26 Cr,60.39 Cr,129,,,
Sanam Tera Ishaq,31-Aug-18,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Yamla Pagla Deewana Phir Se,31-Aug-18,1.75 Cr,6.40 Cr,9.15 Cr,9.6,,,
Badla Hindustani Ka,28-Aug-18,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Happy Phirr Bhag Jayegi,24-Aug-18,2.70 Cr,11.78 Cr,17.43 Cr,20,,,
Genius,24-Aug-18,0.65 Cr,2.90 Cr,4.30 Cr,4.3,,,
Mudda Hai Bhookh The War,24-Aug-18,0 Cr N.A,0 Cr N.A,0.007 Cr,0,,,
Naagmani Naag Ka Gehna,24-Aug-18,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Mile 22 (English),24-Aug-18,0 Cr N.A,0.29 Cr,0 Cr N.A,0.2,,,
Satyameva Jayate,15-Aug-18,19.50 Cr,52.25 Cr,68.25 Cr,80,,,
Gold,15-Aug-18,25.25 Cr,70.05 Cr,87.30 Cr,104,,,
Atal Faisla,10-Aug-18,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Page 16,10-Aug-18,0 Cr N.A,0 Cr N.A,0.006 Cr,0,,,
Lashtam Pashtam,10-Aug-18,0 Cr N.A,0 Cr N.A,0.07 Cr,0,,,
Hill View Villa,10-Aug-18,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Unmaad,10-Aug-18,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Vishwaroop II,10-Aug-18,0 Cr N.A,0 Cr N.A,4.08 Cr,4,,,
The Meg (English),10-Aug-18,1.20 Cr,5.25 Cr,7 Cr,8.3,,,
Fanney Khan,03-Aug-18,2.15 Cr,7.15 Cr,9.85 Cr,10,,,
Mulk,03-Aug-18,1.68 Cr,8.16 Cr,12.81 Cr,21,,,
Karwaan,03-Aug-18,1.60 Cr,8.10 Cr,12.40 Cr,19,,,
Adrishya,03-Aug-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Ek Shatir Gunahgaar,27-Jul-18,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Nawabzaade,27-Jul-18,0.50 Cr,2.35 Cr,3.75 Cr,4,,,
Mission: Impossible ?€? Fallout (English),27-Jul-18,10 Cr,37 Cr,54.25 Cr,80,,,
When Obama Loved Osama,27-Jul-18,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
2001 Dead One,27-Jul-18,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
Mridang,27-Jul-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Saheb Biwi Aur Gangster 3,27-Jul-18,1.25 Cr,4.65 Cr,6.60 Cr,6.6,,,
Dhadak,20-Jul-18,8.71 Cr,33.67 Cr,51.56 Cr,74,,,
Skyscraper (English),20-Jul-18,1 Cr,4.77 Cr,7.30 Cr,8.4,,,
Hotel Transylvania 3: Summer Vacation (English),20-Jul-18,0 Cr N.A,2.65 Cr,3.57 Cr,4,,,
Yeh Kaisa Tigdam,13-Jul-18,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Teri Bhabhi Hain Pagle,13-Jul-18,0.07 Cr,0.21 Cr,0.36 Cr,0.3,,,
Sarkaar Haazir Ho,13-Jul-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Soorma,13-Jul-18,3.20 Cr,13.85 Cr,21.21 Cr,32,,,
Ant-Man And The Wasp (English),13-Jul-18,5.50 Cr,19.30 Cr,27.60 Cr,34,,,
For Here Or To Go?,06-Jul-18,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Play This,06-Jul-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Hanuman Vs Mahiravana,06-Jul-18,0 Cr N.A,0 Cr N.A,0.71 Cr,0.7,,,
Delhi 47 Km.,06-Jul-18,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Sanju,29-Jun-18,34.75 Cr,120.06 Cr,202.51 Cr,342,,,
Incredibles 2 (English),22-Jun-18,3.85 Cr,17.85 Cr,26.20 Cr,36,,,
Hotel Kohinoor,22-Jun-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Race 3,15-Jun-18,28.50 Cr,103 Cr,140.74 Cr,166,,,
Jurassic World: Fallen Kingdom (English),08-Jun-18,6.75 Cr,36.50 Cr,51.75 Cr,82,,,
Krina,08-Jun-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Sansanahat,08-Jun-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Kaala Karikaalan,07-Jun-18,1.5 Cr,7 Cr,10.25 Cr,10,,,
Bhavesh Joshi Superhero,01-Jun-18,0.30 Cr,0 Cr N.A,1.45 Cr,1.4,,,
Maut Phir Aayegi,01-Jun-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Veere Di Wedding,01-Jun-18,10.70 Cr,36.52 Cr,56.96 Cr,81,,,
Sweet Eighteen Plus,01-Jun-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Phamous,01-Jun-18,0 Cr N.A,0 Cr N.A,0.35 Cr,0.3,,,
Bioscopewala,25-May-18,0 Cr N.A,0.25 Cr,0.50 Cr,0.5,,,
Racket,25-May-18,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Parmanu ?€? The Story Of Pokhran,25-May-18,4.82 Cr,20.78 Cr,35.41 Cr,65,,,
One Night Out,25-May-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Falooda,18-May-18,0 Cr N.A,0 Cr N.A,0.006 Cr,0,,,
Kuch Pal Pyar Ke,18-May-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
High Jack,18-May-18,0.06 Cr,0.24 Cr,0.34 Cr,0.3,,,
Deadpool 2 (English),18-May-18,11.25 Cr,33.40 Cr,48.18 Cr,58,,,
Khajoor Pe Atke,18-May-18,0.10 Cr,0.45 Cr,0.61 Cr,0.6,,,
Angrezi Mein Kehte Hain,18-May-18,0.06 Cr,0.20 Cr,0.27 Cr,0.2,,,
Meri Shaan Hai Vardi,11-May-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
The Past,11-May-18,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Auto Romance in Mumbai,11-May-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Bhootwali Love Story,11-May-18,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Raazi,11-May-18,7.53 Cr,32.94 Cr,56.59 Cr,123,,,
Hope Aur Hum,11-May-18,0 Cr N.A,0.12 Cr,0.17 Cr,0.1,,,
Omerta,04-May-18,0.50 Cr,2.25 Cr,3.25 Cr,3.5,,,
102 Not Out,04-May-18,3.52 Cr,16.65 Cr,27.70 Cr,52,,,
Tishnagi,04-May-18,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Daas Dev,27-Apr-18,0.16 Cr,0.63 Cr,1.27 Cr,1.5,,,
1946 Calcutta Killings,27-Apr-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Bhu Mafia,27-Apr-18,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Hamari Paltan,27-Apr-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Ishq Tera,27-Apr-18,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Avengers: Infinity War (English),27-Apr-18,31.30 Cr,94.30 Cr,156.64 Cr,227,,,
Nanu Ki Jaanu,20-Apr-18,0.75 Cr,3.10 Cr,4 Cr,4.1,,,
Beyond The Clouds,20-Apr-18,0.30 Cr,1.20 Cr,1.50 Cr,1.6,,,
Shoot Out At Etawah Safari,13-Apr-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Mercury,13-Apr-18,0 Cr N.A,0 Cr N.A,0.32 Cr,0.3,,,
October,13-Apr-18,4.25 Cr,18.25 Cr,26.55 Cr,39,,,
Rampage (English),13-Apr-18,3.6 Cr,18.8 Cr,18.8 Cr,27,,,
Blackmail,06-Apr-18,2.81 Cr,11.22 Cr,16.92 Cr,20,,,
Missing,06-Apr-18,0.15 Cr,0.52 Cr,0.75 Cr,0.8,,,
Baaghi 2,30-Mar-18,25.10 Cr,73.10 Cr,112.85 Cr,164,,,
Pacific Rim ?€? Uprising (English),23-Mar-18,0 Cr N.A,0 Cr N.A,5.80 Cr,6.1,,,
Baa Baaa Black Sheep,23-Mar-18,0.10 Cr,0 Cr N.A,0.23 Cr,0.2,,,
Pareshaan Parinda,23-Mar-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Love Money Gangster,23-Mar-18,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Lalluram,23-Mar-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Shaadi Teri Bajayenge Hum Band,23-Mar-18,0 Cr N.A,0 Cr N.A,0.12 Cr,0.1,,,
Anmol Bhaiya,23-Mar-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Do Dilon Ki Madhoshiyaa,23-Mar-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Hichki,23-Mar-18,3.30 Cr,15.35 Cr,26.10 Cr,46,,,
Raid,16-Mar-18,10.04 Cr,41.01 Cr,63.05 Cr,103,,,
Raja Abroadiya,16-Mar-18,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Ramnagar UP 65,16-Mar-18,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Tomb Raider (English),09-Mar-18,0 Cr N.A,0 Cr N.A,5 Cr,5,,,
Dil Juunglee,09-Mar-18,0.35 Cr,1 Cr,1.25 Cr,1.3,,,
Hate Story IV,09-Mar-18,3.76 Cr,12.57 Cr,20.04 Cr,22,,,
Note Pe Chot at 8/11,09-Mar-18,0 Cr N.A,0.37 Cr,0.50 Cr,0.5,,,
3 Storeys,09-Mar-18,0.35 Cr,1.65 Cr,2.70 Cr,3.9,,,
Hey Ram Hamne Gandhi Ko Maar Diya,02-Mar-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Billu Ustaad,02-Mar-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Veerey Ki Wedding,02-Mar-18,0.75 Cr,2.25 Cr,2.95 Cr,2.9,,,
Pari,02-Mar-18,4.36 Cr,15.34 Cr,22.75 Cr,28,,,
Welcome To New York,23-Feb-18,0.60 Cr,1.80 Cr,2.30 Cr,2.3,,,
Sonu Ke Titu Ki Sweety,23-Feb-18,6.42 Cr,26.57 Cr,45.94 Cr,108,,,
Daddy?€?s Daughter,23-Feb-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Blue Jean Blues,16-Feb-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Aiyaary,16-Feb-18,3.36 Cr,11.70 Cr,16.14 Cr,18,,,
Black Panther (English),16-Feb-18,5.60 Cr,19.35 Cr,29.97 Cr,52,,,
Kuchh Bheege Alfaaz,16-Feb-18,0 Cr N.A,0 Cr N.A,0.12 Cr,0.1,,,
Jaane Kyun De Yaaron,16-Feb-18,0 Cr N.A,0 Cr N.A,0.025 Cr,0,,,
Downup The Exit 796,09-Feb-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Pad Man,09-Feb-18,10.26 Cr,40.05 Cr,62.87 Cr,81,,,
Rati Kaamdev,02-Feb-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Kuldip Patwal: I Didn?€?t Do It !,02-Feb-18,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Padmaavat,25-Jan-18,24 Cr,114 Cr,166.50 Cr,302,,,
Expiry Date,24-Jan-18,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
My Birthday Song,19-Jan-18,0.05 Cr,0.15 Cr,0.30 Cr,0.3,,,
Baba Ramsa Peer,19-Jan-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Vodka Diaries,19-Jan-18,0.30 Cr,0.98 Cr,1.15 Cr,1.2,,,
Terror Strike,19-Jan-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Union Leader,19-Jan-18,0 Cr N.A,0 Cr N.A,0.07 Cr,0,,,
Nirdosh,19-Jan-18,0.10 Cr,0.35 Cr,0.50 Cr,0.6,,,
Hamara Tiranga,19-Jan-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Sanjana,19-Jan-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Haq-E-Sailani,19-Jan-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Medal Pet Nahi Bharta,19-Jan-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Shaheed-E-Azam,19-Jan-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
1921,12-Jan-18,1.56 Cr,6.45 Cr,11.5 Cr,15,,,
Mukkabaaz,12-Jan-18,0.82 Cr,4.04 Cr,6.73 Cr,10,,,
Kaalakaandi,12-Jan-18,1.25 Cr,3.85 Cr,5.77 Cr,6.3,,,
Wo India Ka Shakespeare,12-Jan-18,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
The Post (English),12-Jan-18,0.23 Cr,1.17 Cr,1.95 Cr,4.1,,,
Kabaddi,05-Jan-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Haseena,05-Jan-18,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Insidious: The Last Key (English),05-Jan-18,0 Cr N.A,0 Cr N.A,9.38 Cr,6.3,,,
Good Newwz,27-Dec-19,17.56 Cr,65.99 Cr,127.90 Cr,205,,,
Star Wars ?€? The Rise of Skywalker (English),20-Dec-19,1.20 Cr,4.15 Cr,6.55 Cr,9.6,,,
Dabangg 3,20-Dec-19,24.50 Cr,78.75 Cr,121.58 Cr,146,,,
The Body,13-Dec-19,0.66 Cr,2.36 Cr,3.44 Cr,3.4,,,
Mardaani 2,13-Dec-19,3.80 Cr,18.15 Cr,28.05 Cr,47,,,
Mudda 370 J&K,13-Dec-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Unfriends,13-Dec-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Jumanji: The Next Level (English),13-Dec-19,6.20 Cr,24.65 Cr,35.21 Cr,63,,,
Ab Har Dayara Tutega,13-Dec-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Phati Padi Hai Yaar,13-Dec-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Sound Of Water (Paani Ki Aawaz),13-Dec-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Sifar: A Gift Of Love,06-Dec-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Panipat,06-Dec-19,4.12 Cr,17.68 Cr,25.68 Cr,34,,,
Chintu Ka Birthday,06-Dec-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Pati Patni Aur Woh,06-Dec-19,9.10 Cr,35.94 Cr,55.97 Cr,86,,,
Commando 3,29-Nov-19,4.74 Cr,18.33 Cr,29.24 Cr,32,,,
X Ray ?€? The Inner Image,29-Nov-19,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Luv U Turn,29-Nov-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Yeh Saali Aashiqui,29-Nov-19,0 Cr N.A,0 Cr N.A,0.68 Cr,0.7,,,
Hotel Mumbai,29-Nov-19,1.08 Cr,4.81 Cr,7.21 Cr,9.3,,,
Knives Out (English),29-Nov-19,0.25 Cr,1.40 Cr,2.30 Cr,5.8,,,
Tony,29-Nov-19,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
Jiyo Baat Bahadur No. 1,29-Nov-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Pagalpanti,22-Nov-19,4.75 Cr,19.50 Cr,28.15 Cr,33,,,
V For Victor,22-Nov-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Frozen 2 (English),22-Nov-19,3.35 Cr,19.10 Cr,25.40 Cr,47,,,
Dosti Zindabad,22-Nov-19,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Bagpat Ka Dulha,15-Nov-19,0 Cr N.A,0 Cr N.A,0.006 Cr,0,,,
Keep Safe Distance,15-Nov-19,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Marjaavaan,15-Nov-19,7.03 Cr,24.42 Cr,37.87 Cr,47,,,
Lafange Nawab,15-Nov-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Motichoor Chaknachoor,15-Nov-19,0.30 Cr,1.35 Cr,2.05 Cr,2,,,
Marrne Bhi Do Yaaron,15-Nov-19,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Ford V Ferrari (English),15-Nov-19,0.80 Cr,4.20 Cr,6.85 Cr,15,,,
Charlie?€?s Angels (English),15-Nov-19,0.40 Cr,1.42 Cr,2.18 Cr,2.2,,,
Hum Lenge Make In India Ka Sankalp,15-Nov-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Jhalki,14-Nov-19,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Pagal Dil Tere Liye,08-Nov-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Mr. Black Mr. White,08-Nov-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Bala,08-Nov-19,10.15 Cr,43.95 Cr,72.24 Cr,116,,,
Bypass Road,08-Nov-19,0.18 Cr,0.54 Cr,1.13 Cr,1.1,,,
Satellite Shankar,08-Nov-19,0.10 Cr,0.32 Cr,0.53 Cr,0.5,,,
Ekta,08-Nov-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Laughter Ke Chapter,08-Nov-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Pahala Pahala Pyar,06-Nov-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Ujda Chaman,01-Nov-19,1.75 Cr,7 Cr,10 Cr,10,,,
Terminator: Dark Fate (English),01-Nov-19,2.85 Cr,9.60 Cr,13.50 Cr,15,,,
Saand Ki Aankh,25-Oct-19,0.48 Cr,2.47 Cr,11.68 Cr,23,,,
Zindagi Tumse,25-Oct-19,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Made In China,25-Oct-19,0.90 Cr,3.05 Cr,9 Cr,9.6,,,
Housefull 4,25-Oct-19,16.50 Cr,46.50 Cr,129.35 Cr,194,,,
Love Shots,18-Oct-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Jacqueline I Am Coming,18-Oct-19,0.01 Cr,0.03 Cr,0.04 Cr,0,,,
#Yaaram,18-Oct-19,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Officer Arjun Singh IPS,18-Oct-19,0.01 Cr,0.03 Cr,0.04 Cr,0,,,
Life Mein Time Nahi Hai Kisi Ko,18-Oct-19,0.01 Cr,0.03 Cr,0.04 Cr,0,,,
Junction Varanasi,18-Oct-19,0.01 Cr,0.03 Cr,0.04 Cr,0,,,
Kirket,18-Oct-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Gumnaami,18-Oct-19,0.01 Cr,0.03 Cr,0.04 Cr,0,,,
P Se Pyaar F Se Faraar,18-Oct-19,0.20 Cr,0.61 Cr,0.91 Cr,0.9,,,
Laal Kaptaan,18-Oct-19,0.50 Cr,1.70 Cr,2.36 Cr,2.3,,,
Maleficent (English),18-Oct-19,0.70 Cr,3.65 Cr,5.25 Cr,5.2,,,
Love In College,18-Oct-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Ghost,18-Oct-19,0.30 Cr,1.25 Cr,1.82 Cr,1.8,,,
The Sky Is Pink,11-Oct-19,2.50 Cr,10.40 Cr,15.15 Cr,20,,,
The Destiny Samaj of Banjaara,11-Oct-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
War,02-Oct-19,53.35 Cr,166.25 Cr,238.35 Cr,317,,,
Syeraa Narasimha Reddy,02-Oct-19,2.18 Cr,6.23 Cr,7.93 Cr,7.9,,,
Joker (English),02-Oct-19,5.15 Cr,23 Cr,37.90 Cr,67,,,
Main Zaroor Aaunga,27-Sep-19,0 Cr N.A,0 Cr N.A,0.17 Cr,0.1,,,
Little Baby,27-Sep-19,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Kandy Twist ?€? The Crime Story,27-Sep-19,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Hum To Huye Hain Tumhare,27-Sep-19,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Kanchani Aaj Bhi Hai,27-Sep-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Prassthanam,20-Sep-19,0.75 Cr,2.75 Cr,4.25 Cr,4.7,,,
Rambo: Last Blood (English),20-Sep-19,0.90 Cr,3.25 Cr,4.60 Cr,6.3,,,
Pal Pal Dil Ke Paas,20-Sep-19,1.15 Cr,4.15 Cr,6.25 Cr,7.9,,,
Nikka Zaildar 3??(Punjabi),20-Sep-19,1.30 Cr,4.80 Cr,6.90 Cr,6.9,,,
Cypher ?€? Shoonya Se Shikhar Tak,20-Sep-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
The Zoya Factor,20-Sep-19,0.70 Cr,2.30 Cr,2.90 Cr,3.1,,,
Section 375,13-Sep-19,1.45 Cr,5.80 Cr,8.50 Cr,12,,,
Dream Girl,13-Sep-19,10.05 Cr,44.57 Cr,72.20 Cr,142,,,
College Ke Din Chaar,13-Sep-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Pehlwaan,12-Sep-19,0 Cr N.A,0 Cr N.A,0.50 Cr,0.6,,,
Fairr in Love,06-Sep-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Chhichhore,06-Sep-19,7.32 Cr,35.98 Cr,68.83 Cr,153,,,
It Chapter Two (English),06-Sep-19,2.50 Cr,9.75 Cr,14.15 Cr,15,,,
Saaho,30-Aug-19,24.40 Cr,79.08 Cr,116.03 Cr,142,,,
Crawl (English),23-Aug-19,0 Cr N.A,0 Cr N.A,1 Cr,1,,,
The Angry Birds Movie 2 (English),23-Aug-19,0.90 Cr,5 Cr,6.45 Cr,7,,,
Once Upon A Time In Hollywood (English),15-Aug-19,0 Cr N.A,5 Cr,0 Cr N.A,5.3,,,
Berozgaar Leader,15-Aug-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Batla House,15-Aug-19,14 Cr,43.5 Cr,58 Cr,87,,,
Mission Mangal,15-Aug-19,29.16 Cr,97.56 Cr,128.16 Cr,202,,,
Pranaam,09-Aug-19,0 Cr N.A,0 Cr N.A,0.21 Cr,0.2,,,
Chicken Curry Law,09-Aug-19,0 Cr N.A,0 Cr N.A,0.11 Cr,0.1,,,
Mushkil ?€? Fear Behind You,09-Aug-19,0 Cr N.A,0 Cr N.A,0.23 Cr,0.2,,,
Jabariya Jodi,09-Aug-19,2.70 Cr,10.90 Cr,16.20 Cr,16,,,
Chase ?€? No Mercy to Crime,02-Aug-19,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Khandaani Shafakhana,02-Aug-19,0.75 Cr,2.75 Cr,3.80 Cr,3.8,,,
Fast And Furious Presents: Hobbs And Shaw (English),02-Aug-19,13.15 Cr,42.90 Cr,59.15 Cr,75,,,
Arjun Patiala,26-Jul-19,1.25 Cr,4.85 Cr,6.55 Cr,6.6,,,
Judgementall Hai Kya,26-Jul-19,4.50 Cr,19 Cr,26.85 Cr,33,,,
Meri Bhagyalaxmi,19-Jul-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Penalty,19-Jul-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Hyderabad Nawabs 2,19-Jul-19,0 Cr N.A,0 Cr N.A,0.06 Cr,0,,,
The Lion King (English),19-Jul-19,11.06 Cr,54.75 Cr,81.57 Cr,158,,,
Jhootha Kahin Ka,19-Jul-19,0.92 Cr,1.87 Cr,2.57 Cr,2.5,,,
Family Of Thakurganj,19-Jul-19,0 Cr N.A,0 Cr N.A,0.25 Cr,0.2,,,
Wig Boss,19-Jul-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Super 30,12-Jul-19,11.83 Cr,50.76 Cr,75.85 Cr,146,,,
Ruka Village,12-Jul-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Marudhar Express,05-Jul-19,0.01 Cr,0.03 Cr,0.05 Cr,0,,,
Malaal,05-Jul-19,0.45 Cr,1.70 Cr,2.50 Cr,2.5,,,
Hume Tumse Pyaar Kitna,05-Jul-19,0.05 Cr,0.15 Cr,0.20 Cr,0.2,,,
One Day: Justice Delivered,05-Jul-19,0.10 Cr,0.30 Cr,0.40 Cr,0.4,,,
Spider-Man: Far From Home (English),04-Jul-19,8.50 Cr,46.66 Cr,61.06 Cr,86,,,
Dance Is King,28-Jun-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Article 15,28-Jun-19,5.02 Cr,20.04 Cr,34.21 Cr,65,,,
Annabelle Comes Home (English),26-Jun-19,4 Cr,17.95 Cr,25.25 Cr,30,,,
Belaagam,21-Jun-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
NCR,21-Jun-19,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
The Great Indian Escape ?€? Khulay Asmaan Ki Oar,21-Jun-19,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Toy Story 4 (English),21-Jun-19,0.72 Cr,4.24 Cr,6.02 Cr,7.5,,,
Kabir Singh,21-Jun-19,20.21 Cr,70.83 Cr,134.42 Cr,278,,,
Code Blue ?€? Tlaaq,21-Jun-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Khamoshi,14-Jun-19,0.11 Cr,0.36 Cr,0.65 Cr,0.6,,,
Khel Khallas,14-Jun-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Men in Black: International (English),14-Jun-19,3.40 Cr,10.90 Cr,15.60 Cr,17,,,
Rescue,14-Jun-19,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Kissebaaz,14-Jun-19,0 Cr N.A,0 Cr N.A,0.14 Cr,0.1,,,
Game Over,14-Jun-19,0.38 Cr,2 Cr,3.46 Cr,4.6,,,
The Secret Life of Pets 2 (English),07-Jun-19,0.40 Cr,1.90 Cr,2.73 Cr,3.1,,,
Bharat,05-Jun-19,42.30 Cr,150.10 Cr,180.05 Cr,211,,,
Dark Phoenix (English),05-Jun-19,3.10 Cr,13.28 Cr,17.3 Cr,18,,,
Nakkash,31-May-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Shuruaat Ka Twist,31-May-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Godzilla 2 ?€? King of the Monsters (English),31-May-19,3.25 Cr,15.25 Cr,20.33 Cr,25,,,
Chaturnath,31-May-19,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Naughty Gang,31-May-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
On The Ramp Never Ending Show,24-May-19,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
PM Narendra Modi,24-May-19,2.35 Cr,10.25 Cr,16.65 Cr,23,,,
India?€?s Most Wanted,24-May-19,2.10 Cr,8.25 Cr,10.90 Cr,11,,,
Kadke Kamaal Ke,24-May-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Aladdin (English),24-May-19,4.25 Cr,18.50 Cr,31.05 Cr,55,,,
